"id","k","c1","c2","lt","unitVolume","initialStock"
46465,2.1,2.86,67.66,10,5.7468,40
46466,3.76,12.93,500.89,7,2.5297,20
46467,0.44,3.28,163.9,3,56.9733,18
46468,0.22,2.25,96.79,3,79.3652,15
46469,0.19,3.77,324.44,5,49.5914,5
46470,2.69,3.91,95.81,8,11.2428,42
46471,2.34,10.56,652.93,4,11.8946,21
46472,3.14,7.69,88.41,8,15.9869,37
46473,0.36,1.84,62.39,4,27.4921,25
46474,0.35,5.09,133.76,5,41.1935,15
46475,1.33,9.28,452.21,3,21.3017,19
46476,0.33,4.89,71.79,4,20.149,9
46477,6.18,11.41,568.91,9,9.5008,20
46478,1.17,11.29,310.52,4,40.3219,17
46479,1.23,11.36,682.09,5,23.0506,19
46480,0.3,3.61,241.56,4,17.7172,16
46481,0.18,1.44,37.75,4,2.3258,17
46482,0.08,1.43,132.07,4,23.9582,7
46483,4.1,8.8,61.12,7,12.4172,36
46484,15.51,11,1002.21,16,6.9205,54
46485,1.07,13.73,73.53,4,32.1572,11
46486,0.53,3.26,79.97,3,17.5047,8
46487,0.32,4.01,133,4,35.7109,16
46488,2.21,4.32,105.79,11,14.2768,23
46489,1.66,4.49,47.17,10,12.3738,12
46490,0.49,6.42,244.96,4,11.1081,9
46491,4.13,13.94,146.76,9,18.3893,33
46492,8.91,13.07,1187.82,9,3.9328,47
46493,0.97,8.54,399.71,4,18.7347,16
46494,3.18,8.08,178.88,7,12.7524,48
46495,0.34,9.31,701.83,3,57.8111,10
46496,1.37,11.58,240.67,4,25.8655,16
46497,0.99,6.52,146.48,3,32.7098,11
46498,0.48,8.89,691.28,4,53.0172,10
46499,2.51,2.39,27.99,17,6.4458,49
46500,0.45,3.68,214.2,4,16.9698,11
46501,0.34,2.28,20.03,3,41.0978,13
46502,1.87,2.5,73.54,8,16.4468,42
46503,0.38,3.45,125.45,6,7.43,17
46504,2.1,10.15,752.85,8,4.9154,17
46505,1.5,13.28,703.57,6,11.5002,10
46506,0.91,10.76,1069.13,3,43.4184,14
46507,0.43,9.52,59.92,4,17.6636,7
46508,1.44,6.06,74.57,6,19.4931,17
46509,0.35,4.81,35.19,3,33.4415,16
46510,1.05,10.45,803.75,4,12.3367,22
46511,0.28,2.13,58.86,5,2.9965,8
46512,0.33,2.23,88.29,4,7.2524,25
46513,0.09,1.43,18.91,4,25.8262,25
46514,0.61,1.98,16.8,10,8.4187,32
46515,0.35,1.48,113.42,6,6.4065,10
46516,0.11,2.32,177.72,3,11.9225,5
46517,0.86,13.27,266.05,3,38.1783,12
46518,0.64,3.75,240.51,5,14.5216,36
46519,0.3,3.04,91,6,1.8044,15
46520,1.9,11.09,1041.76,4,7.8527,11
46521,0.76,10.68,263.97,4,37.9333,4
46522,1.26,2.6,23.6,7,13.7745,27
46523,0.46,3.05,255.38,4,31.3805,15
46524,1.37,13.92,253.16,6,27.6807,9
46525,0.1,1.1,5.3,4,4.3128,7
46526,0.63,8.41,748.29,4,42.641,9
46527,2.28,8.93,641.12,5,11.0053,27
46528,0.43,7.41,175.47,3,32.0153,5
46529,2.97,4.33,204.42,12,12.2123,73
46530,0.49,8.99,123.68,4,39.184,5
46531,0.35,12.41,146.05,3,32.1631,5
46532,3.07,7.16,93.21,11,1.8512,31
46533,1.24,8.35,249.5,4,22.4672,33
46534,0.75,7.56,670.49,4,36.586,28
46535,0.7,8.01,63.03,4,8.0751,13
46536,0.67,7.37,38.13,4,7.8462,12
46537,0.67,5.13,401.92,4,12.9268,27
46538,1.24,10.44,611.56,3,33.8809,10
46539,0.24,3.2,24.53,4,14.1321,16
46540,2.68,6.24,589.4,6,13.925,15
46541,0.79,11.44,102.48,4,38.8104,13
46542,3.03,4.87,39.07,12,2.4813,24
46543,0.34,2.7,44.27,5,7.1031,22
46544,0.84,7.1,341.83,5,28.2356,30
46545,0.4,2.7,54.02,3,18.5757,11
46546,0.21,1.76,24.68,4,21.7146,11
46547,8.67,11.47,205.46,8,23.0393,20
46548,1.15,9.45,263.65,3,1.6034,18
46549,0.2,1.65,86.4,5,2.7703,13
46550,0.72,6.41,176.83,6,8.0574,35
46551,0.65,8.42,263.9,4,55.4582,4
46552,0.51,1.06,31.51,6,9.5486,33
46553,0.88,12.02,255.27,4,51.1705,16
46554,0.84,13.99,193.18,4,30.2591,13
46555,17.22,13.83,1057.48,9,0.9836,32
46556,0.98,9.48,367.87,5,22.1686,31
46557,3.74,12.99,287.9,11,10.8883,28
46558,0.53,12.65,814.42,3,14.9691,8
46559,0.79,4.79,325.83,4,17.0534,33
46560,2.38,2.09,194.05,9,11.6098,25
46561,1.6,4.15,57.03,9,7.6891,41
46562,0.38,3.43,178.58,4,44.2518,6
46563,1.55,7.7,333.82,12,17.7159,15
46564,0.34,4.14,166.82,7,48.069,9
46565,1.41,10.2,287.46,6,0.9075,38
46566,0.11,2,124.56,3,15.2307,3
46567,0.92,8.21,411.43,6,26.881,20
46568,1.57,9.32,158.59,5,3.2431,18
46569,0.52,7.39,67.99,4,39.8987,11
46570,1.67,4.06,165.83,8,0.5894,21
46571,0.76,11.98,457.48,3,48.7947,19
46572,1.33,4.32,78.99,7,14.8118,21
46573,0.78,8.5,235.79,4,29.7258,6
46574,1.07,7.6,110.93,6,10.5277,42
46575,0.55,3.92,207.89,6,16.5879,15
46576,0.41,5.07,259.66,5,1.9324,5
46577,0.22,2.65,24.53,6,23.3509,22
46578,1.12,13.06,104.61,5,37.7231,6
46579,0.75,9.1,232.2,3,25.6613,22
46580,1.41,12.11,1074.67,6,0.7692,42
46581,0.36,10.79,696.58,4,87.0597,2
46582,0.41,3.87,253.27,8,40.1914,20
46583,0.6,3.46,210.89,3,12.9603,28
46584,19.75,13.48,1196.37,8,0.7335,82
46585,1.34,1.82,18.17,6,21.6799,54
46586,3.38,7.36,322.15,7,23.2456,11
46587,1.79,13.6,633.38,4,1.6764,20
46588,0.87,1.53,34.45,9,12.4877,27
46589,0.95,10.01,173.3,6,18.5006,15
46590,0.97,9.45,847.6,3,9.2734,23
46591,1.28,11.7,1111.42,5,12.7107,8
46592,1.57,11.09,242.98,5,30.1983,18
46593,0.74,8.09,41.99,3,63.1213,5
46594,0.86,5.83,67.17,6,17.0902,40
46595,1.11,13.89,611.11,5,7.2932,6
46596,1.83,12.84,85.96,6,16.6103,16
46597,3.67,11.99,822.73,5,28.2805,13
46598,1.99,11.51,371.31,6,7.127,27
46599,0.77,7.12,686.45,4,38.6234,17
46600,0.41,4.27,375.92,4,38.9539,13
46601,0.26,1.96,54.5,4,37.0536,29
46602,0.52,4.61,56.91,6,22.5498,22
46603,0.91,9.44,853.75,6,8.7767,13
46604,2.87,8.84,294.8,9,1.5934,38
46605,2.12,2.77,77.51,13,13.5357,16
46606,0.36,1.56,19.31,12,23.7226,17
46607,0.54,5.7,176.63,3,70.0633,8
46608,0.85,13.42,588.65,5,22.4268,5
46609,0.63,7.53,186.1,4,18.0185,21
46610,0.25,3.94,211.89,3,28.1681,15
46611,0.11,1.2,84.92,6,16.1204,22
46612,1.64,9.22,97.16,5,33.8493,27
46613,0.35,2.12,28.79,6,16.1811,17
46614,2.66,9.26,167.72,6,24.271,17
46615,0.39,11.09,707.38,3,57.1226,13
46616,1.07,9.88,838.44,3,56.475,22
46617,0.74,9.81,523.54,3,2.9899,20
46618,1.87,8.16,762.31,10,10.3653,12
46619,1.24,12.55,492.41,6,4.8658,22
46620,0.47,10.09,741.19,4,22.4713,11
46621,7.79,13.43,641.3,10,10.5952,21
46622,0.64,8.2,157.25,5,15.3477,22
46623,1.84,13.97,995.59,3,22.2171,16
46624,1.31,7.11,142.7,5,8.1596,26
46625,0.36,9.23,433.34,3,48.6051,13
46626,5.41,8.06,353.05,7,8.2453,58
46627,0.99,11.66,790.12,4,49.4487,7
46628,4.25,12.75,1156.89,9,14.609,52
46629,6.43,8.7,493.6,6,8.4657,45
46630,0.45,5,317.1,4,18.8541,14
46631,1.57,10.87,434.1,4,24.444,26
46632,0.55,5.91,210.58,5,26.3388,12
46633,0.34,3.95,289.77,4,43.6359,18
46634,0.9,4.81,242.63,9,19.5588,21
46635,0.34,4.24,100.94,6,13.0375,21
46636,0.52,3.4,98.15,5,21.2194,15
46637,1.29,12.11,86.6,4,11.6702,18
46638,0.82,10.22,149.08,3,48.5939,10
46639,0.74,6.71,294.68,4,27.4086,20
46640,1.11,5.81,78.3,3,39.1665,12
46641,5.08,10.62,883.03,12,1.7265,35
46642,1.94,10.56,311.03,4,11.8394,33
46643,1.61,13.8,91.76,6,43.1431,11
46644,1.85,11.54,311.97,7,26.0524,11
46645,1.45,9.47,174.35,3,24.268,17
46646,0.56,3.64,146.07,5,17.824,21
46647,0.76,2.66,18.47,7,17.8861,15
46648,0.51,8.55,320.55,5,11.4602,9
46649,0.92,6.8,405.77,7,2.7052,17
46650,1.71,11.19,218.56,8,5.5738,18
46651,4.96,12.45,290.94,7,5.9235,21
46652,2.68,11.62,628.6,6,1.8425,15
46653,9.87,10.3,161.94,12,10.8806,69
46654,0.12,2.2,94.89,4,20.089,9
46655,1.11,9.12,805.65,5,23.3545,22
46656,0.83,9.63,111.15,3,5.7258,12
46657,0.69,10.01,82.41,4,9.8709,10
46658,1.56,13.55,632.97,6,2.1555,34
46659,1.47,12.93,696.77,3,23.6206,7
46660,0.6,5.9,37.06,6,37.9199,26
46661,0.33,12.18,1108.88,3,59.2536,8
46662,0.84,13.06,513.27,4,50.4359,14
46663,0.89,6.88,68.12,4,6.8484,16
46664,0.57,7.39,507.79,3,50.2143,8
46665,6.25,6.89,574.18,11,12.0887,37
46666,1.05,13.37,138.45,4,10.1432,11
46667,0.65,10.09,195.27,3,50.6451,9
46668,0.24,4,21.2,3,43.664,9
46669,0.19,4.29,99.01,3,37.7234,10
46670,0.33,2.34,174.21,4,30.7706,15
46671,3.17,11.49,67.97,6,14.9576,21
46672,2.17,8.76,82.22,8,17.3441,23
46673,0.1,1.16,25.72,3,12.2124,9
46674,4.37,7.48,745.2,9,13.9223,21
46675,0.37,8.73,144.29,3,53.7654,12
46676,4.47,10.48,919.93,8,11.1711,54
46677,1.39,4.18,217.86,5,8.1774,36
46678,0.08,1.6,100.73,5,42.6521,13
46679,0.63,4.74,197.95,8,7.2667,8
46680,3.26,10.44,391.98,4,4.3406,29
46681,7.23,5.1,206.56,15,7.8928,50
46682,0.38,4.2,216.94,3,28.3832,11
46683,9.44,7.08,437.84,12,11.6313,50
46684,0.71,5.19,441.56,4,27.1339,14
46685,2.27,13.24,1270.39,4,33.2042,8
46686,1.28,7.42,109.44,3,2.841,21
46687,1.41,12.01,825.88,4,32.0197,22
46688,1.12,8.98,464.13,3,19.2371,10
46689,0.07,2.61,201.98,4,61.9821,12
46690,1.58,7.41,585.71,4,8.2291,20
46691,1.94,11.36,226.41,6,41.7747,23
46692,1.54,3.66,211.08,6,21.6536,13
46693,2.16,11.2,271.94,6,1.2166,14
46694,1.82,11.53,341.93,4,26.7783,22
46695,0.57,3.59,19.22,6,13.131,17
46696,0.36,3.26,39.71,4,31.4127,18
46697,1.92,11.26,212.75,4,14.4743,22
46698,0.47,4.17,161.14,4,42.7939,17
46699,1.06,9.84,547.59,4,42.1838,23
46700,0.34,7.38,725.19,3,52.5714,12
46701,5.5,9.71,526.03,11,17.872,14
46702,1.49,9.94,208.34,5,13.1466,18
46703,3.12,10.72,123.58,8,3.0358,32
46704,0.83,9.51,788.76,5,36.8969,25
46705,0.84,1.59,110.04,9,12.0952,31
46706,1.6,11.65,51.85,5,36.0774,23
46707,2.12,13.85,495.66,6,26.8079,41
46708,0.64,8.48,351.77,5,22.9503,7
46709,0.68,7.5,32.31,3,37.5046,15
46710,1.08,9.81,760.96,5,40.2475,12
46711,2,10.78,117.83,4,7.8448,26
46712,1.22,13.87,412.26,4,10.563,14
46713,0.58,5.15,53.77,4,22.7931,22
46714,0.63,13.07,98.07,3,73.2198,9
46715,2.69,11.88,472.37,8,5.0159,33
46716,0.38,2.83,19.52,4,35.5691,9
46717,0.17,1.31,75.29,6,7.818,16
46718,0.29,6.14,544.54,5,23.1648,9
46719,1.28,11.97,1141.27,6,4.495,15
46720,0.04,1.55,6.59,3,75.9796,8
46721,0.26,2.5,17.23,5,27.3588,12
46722,1.56,6.65,549.86,6,1.546,18
46723,0.69,3.86,20.03,10,0.9417,31
46724,0.93,10.97,555.76,4,19.1996,22
46725,4.03,9.62,726.13,13,1.0919,36
46726,0.75,5.79,119.72,4,13.3763,17
46727,0.26,1.38,100,6,30.4366,23
46728,4.75,13.83,228.84,5,16.8325,25
46729,0.97,12.49,383.4,4,54.1805,12
46730,0.91,5.24,139.17,3,23.0874,13
46731,0.54,5.26,413.93,4,10.4628,17
46732,11.87,13.74,163.43,12,6.2596,44
46733,0.21,1.33,37.5,6,6.0948,49
46734,1.18,7.57,624.94,6,8.8922,36
46735,1.11,9.63,141.5,3,20.9135,21
46736,7.99,13.74,90.44,12,13.6396,11
46737,0.49,2.28,11.72,5,19.2572,37
46738,0.34,3.32,21.24,5,11.7441,27
46739,1.48,10.68,1043.4,4,27.9026,14
46740,3.53,12.65,416.83,10,17.6357,32
46741,8.05,13.85,562.87,11,8.7517,36
46742,0.14,1.13,14.19,6,23.5452,20
46743,0.63,2.23,50.06,9,13.2584,52
46744,1.26,12.26,793.04,3,61.5709,15
46745,1.87,13.24,531.65,4,29.5067,24
46746,0.31,4.06,372,4,7.165,6
46747,0.44,9.38,61.85,5,40.5082,17
46748,0.58,7.28,36.77,4,45.5685,11
46749,0.26,4.46,92.16,3,60.5365,10
46750,0.55,10.18,153.42,4,37.3059,6
46751,0.6,7.54,110.07,4,44.1619,15
46752,2.17,6.24,176.53,7,24.3614,44
46753,1.53,10.89,85.71,5,11.2916,15
46754,1.54,6.44,51.41,6,26.7844,22
46755,0.99,2.45,83.74,10,11.2698,21
46756,1.34,8.77,249.71,5,2.0745,34
46757,0.43,6.27,38.23,4,18.4038,12
46758,0.38,3.44,132.67,3,30.1935,20
46759,0.91,10.75,214.75,4,12.2628,5
46760,0.17,1.39,104.49,4,25.6205,21
46761,0.43,2.93,62.89,4,12.6235,30
46762,0.09,1.22,20.03,4,7.7962,18
46763,1.28,12.97,77.01,4,8.7356,14
46764,1.67,12.08,1131.72,4,30.3141,19
46765,1,9.9,516.4,3,53.3019,12
46766,0.87,6.88,390.69,3,1.1425,18
46767,0.81,4.71,468.92,4,28.3461,18
46768,0.39,2.32,85.41,3,34.1358,24
46769,0.76,13.36,1066.75,4,8.5457,18
46770,0.56,10.93,1018.02,4,67.5311,4
46771,0.31,3.49,146.57,3,10.6315,5
46772,1.57,9.75,509.71,5,1.8284,11
46773,0.3,2.29,110.35,3,46.6455,21
46774,0.59,13.29,1152.34,3,43.0723,11
46775,2.07,6.84,61.68,7,19.727,39
46776,1.82,9.4,271.74,3,42.9324,16
46777,0.53,3.97,38.24,4,15.7238,16
46778,1.37,11.95,416.51,3,55.8664,15
46779,2.2,5.65,66.96,6,9.4552,9
46780,0.68,10.5,94.63,4,19.2115,15
46781,9.91,11.13,601.43,11,2.8583,68
46782,4.01,6.7,361.79,7,2.4394,40
46783,1.95,12.9,561.95,5,3.6407,22
46784,2.6,8.08,635.73,7,14.3057,13
46785,0.16,1.88,115.45,4,43.8511,13
46786,0.82,9.42,292.81,6,29.6478,27
46787,0.76,5.08,481.14,4,29.8885,13
46788,1.62,10.34,703.42,4,36.4749,7
46789,0.25,3.61,223.09,4,48.3704,7
46790,1.18,7.39,151.65,6,9.1755,27
46791,0.99,7.26,162.29,4,36.1319,16
46792,0.71,12.54,1132.61,4,28.6196,17
46793,0.07,2.04,47.24,5,17.0598,16
46794,0.73,6.39,65.34,3,25.3565,8
46795,0.66,12.97,856.13,4,4.497,15
46796,0.66,4.44,327.74,4,8.391,27
46797,0.69,5.28,397.18,4,9.0344,19
46798,0.7,4.65,420.53,6,8.0649,23
46799,3.73,9.3,448.34,6,10.6366,50
46800,1.99,13.06,591.56,4,10.1114,31
46801,0.63,1.93,179.1,7,15.0011,29
46802,0.11,5.05,312.27,3,21.2398,5
46803,2.93,5.17,402.89,8,2.4295,17
46804,0.1,2.41,138.49,2,68.8709,9
46805,9.02,11.31,803.8,11,9.0915,50
46806,0.12,1.33,10.42,5,31.7734,14
46807,1.3,7.2,226.89,4,15.0906,30
46808,0.8,5.9,528.54,5,1.575,19
46809,5.12,12.16,957.06,6,8.6859,26
46810,0.74,8.39,100.73,4,12.477,8
46811,2.18,3.88,27.38,9,3.8123,56
46812,0.33,1.68,37.92,6,9.5062,18
46813,0.53,1.99,16.77,6,9.082,25
46814,1.64,8.61,585.41,6,12.9792,14
46815,5.61,6.6,365.51,13,5.2177,61
46816,2.15,10.72,597.43,3,9.8322,10
46817,4.15,6.7,320.64,12,2.3861,79
46818,4.64,10.13,834.53,7,27.9943,14
46819,0.97,9.06,259.57,5,7.3078,9
46820,1.26,6.37,77.24,5,17.5631,31
46821,1.74,11.92,259.9,6,10.0482,27
46822,4.97,13.48,1143.79,8,6.9899,19
46823,0.68,13.67,1268.84,4,8.6091,16
46824,1.98,7.82,395.32,7,23.1196,7
46825,8.52,5.22,94.42,10,8.8072,104
46826,2.72,13.94,72.72,7,23.7577,22
46827,1.06,13.19,601.21,3,51.1739,15
46828,2.29,4.89,170.81,8,11.4451,27
46829,3.43,9.85,962.57,6,8.859,18
46830,1.21,11.58,229.45,5,12.7236,12
46831,1.22,12.12,1092.45,5,21.8385,21
46832,0.73,13.93,364.29,3,54.0985,12
46833,1.55,4.62,261.14,7,4.6539,36
46834,0.39,9.12,505.3,3,22.2304,3
46835,0.25,6.27,159.69,3,72.2439,11
46836,0.14,1.62,153.19,4,53.8628,14
46837,3.72,12.4,781.19,5,31.279,26
46838,0.13,1.5,129.48,5,15.2516,11
46839,0.39,1.14,11.22,7,16.7304,16
46840,0.42,1.83,31.98,9,25.7728,23
46841,0.42,5.16,29.4,3,23.8296,27
46842,1.23,13.24,201.66,3,57.1824,14
46843,4.38,13.33,432.8,10,7.1842,25
46844,0.9,9.57,53.52,3,15.4786,6
46845,0.8,7.14,696.43,5,5.1738,26
46846,0.95,12.23,585.38,4,25.0262,10
46847,1.17,10.91,151.86,6,25.6364,11
46848,0.59,1.5,13.19,12,11.7637,37
46849,1.86,6.97,102.44,6,12.1589,15
46850,0.88,6.74,132.92,4,38.9503,24
46851,2.13,11.93,1061.6,5,20.4955,34
46852,0.23,3.21,39.25,4,34.5984,9
46853,1.37,9.38,483.58,5,5.6459,30
46854,1.13,9.22,197.44,4,31.9061,26
46855,1.32,8.57,41.9,4,30.9471,16
46856,0.66,1.17,59.72,6,0.4712,38
46857,1.01,6.44,554.19,4,2.8264,23
46858,0.21,3.8,283.76,3,63.0058,2
46859,0.91,5.85,391.36,3,38.223,7
46860,0.45,9.95,436.05,6,24.7195,10
46861,1.33,13.42,134.68,4,6.4016,8
46862,1.06,10.92,804.89,5,4.2997,13
46863,0.43,5.62,232.46,5,29.6184,8
46864,1.4,8.26,48.84,4,29.1833,17
46865,0.27,3.17,99.38,4,24.6539,18
46866,0.46,2.53,32.29,4,26.4664,14
46867,0.17,1.26,35.21,5,46.7002,9
46868,1.39,10.43,42.41,4,23.9919,14
46869,0.91,13.69,238.25,4,25.2025,17
46870,1.3,10.63,75.37,6,23.2582,17
46871,1.58,13.69,136.51,4,22.1825,20
46872,7.05,9.03,283.24,10,16.092,28
46873,0.26,4.08,24.15,4,67.1631,12
46874,0.81,4.29,199.54,3,35.3108,9
46875,1.32,8.57,453.77,3,14.5259,13
46876,0.46,8.64,180.85,5,3.5091,12
46877,0.11,4.73,415.34,3,50.4777,9
46878,0.46,4.23,152.8,4,15.4614,8
46879,2.12,13.94,1262.42,7,25.8275,19
46880,2.44,8.25,753.21,4,24.4426,15
46881,0.09,1.59,105.7,3,43.8292,7
46882,1.47,10.71,796.3,4,20.1223,9
46883,0.43,6.01,74.26,5,43.9387,11
46884,0.63,10.77,174.71,3,38.1943,7
46885,0.85,4.84,248.51,5,19.7937,27
46886,2.63,10.12,258.47,6,5.6006,24
46887,0.7,8.94,106.44,5,8.811,24
46888,0.77,5.7,24.05,4,34.4046,11
46889,1.15,2.15,94.65,10,12.2057,50
46890,4.39,7.15,625.35,10,9.5664,103
46891,0.44,3.87,301.02,6,26.2566,9
46892,1.7,13.7,335.99,6,10.4446,36
46893,0.5,7.64,102.9,5,46.9294,8
46894,1.84,13.88,546.99,6,18.9773,18
46895,0.14,2.06,11.4,4,19.6592,5
46896,0.81,3.02,22.28,9,19.0021,27
46897,0.77,12.95,756.45,5,0.6944,23
46898,2.2,6.79,36.91,9,17.4044,58
46899,0.68,9.99,778.59,4,12.3535,5
46900,1.48,10.26,113.37,6,23.5234,27
46901,0.22,3.71,23.07,3,24.3951,5
46902,0.38,10.8,93.58,4,9.2477,9
46903,0.53,11.79,781.86,2,58.3245,11
46904,0.58,8.66,788.51,6,34.8973,10
46905,0.49,3.87,26.19,6,12.9475,26
46906,1.59,12.66,320.59,6,11.2113,22
46907,0.98,7.15,90.18,5,25.3048,28
46908,1.63,6.66,101.34,5,6.3557,28
46909,0.36,1.27,123.62,8,13.446,51
46910,1.04,7.27,162.18,4,22.9629,18
46911,1.93,7.87,381.73,8,21.0981,33
46912,1.19,7.62,117.63,4,9.192,28
46913,1.93,5.95,181.04,5,14.1855,22
46914,0.12,3.32,14.29,3,64.8084,3
46915,0.65,6.43,603.61,5,37.413,10
46916,0.95,5.04,100.48,4,11.0866,30
46917,0.97,4.8,381.19,3,32.8611,18
46918,3.08,9.17,343.44,6,32.5191,11
46919,1.92,4.76,68.11,6,9.3894,46
46920,1.3,8.95,40.73,4,9.6818,12
46921,0.6,3.87,120.11,4,32.2612,32
46922,1.1,11.39,146.4,3,54.3134,21
46923,3.37,13.12,375.08,7,33.8934,25
46924,0.74,6.5,29.97,5,4.7598,25
46925,0.74,13.51,431.91,3,64.7628,9
46926,1.47,13.19,655.72,3,41.8024,11
46927,2.06,10.67,197.47,5,22.2666,33
46928,0.42,6.68,478.09,5,44.3318,21
46929,0.72,3.35,285.94,5,10.9991,41
46930,1.19,6.51,161.19,6,16.5634,16
46931,5.48,9.94,391.75,9,11.4341,65
46932,5.5,11.2,606.22,11,16.3931,15
46933,0.44,4.15,245.03,3,61.1517,8
46934,0.3,2.25,30.08,4,17.4167,15
46935,0.74,5.46,189.66,5,14.9894,28
46936,6.15,10.63,627.45,8,4.2437,28
46937,0.69,5.9,213.88,4,35.9707,13
46938,0.47,4.21,252.11,4,20.7876,26
46939,2.5,10.75,934.9,5,5.1019,41
46940,0.6,10.53,966.25,5,3.4728,13
46941,0.5,6.3,54.73,4,12.3865,14
46942,1.14,12.3,74.66,5,20.8524,10
46943,0.44,4.36,238.82,5,9.1853,27
46944,0.17,4.17,146.21,3,35.705,11
46945,0.24,1.33,99.66,3,23.5355,7
46946,0.59,11.37,75.1,6,9.4466,17
46947,2.15,4.57,306.05,13,17.1287,34
46948,7.37,13.45,262.34,10,1.7659,83
46949,1.19,8.54,51.51,4,5.2291,31
46950,1.04,3.63,36.17,5,30.3142,20
46951,0.82,2.19,121.55,9,12.3388,48
46952,1.39,8.24,299.42,5,25.9422,29
46953,0.12,1.43,6.47,3,37.8227,14
46954,1.06,8.88,704.43,5,15.8098,32
46955,0.29,1.76,24.38,4,25.5408,27
46956,0.27,1.98,93.97,5,21.937,18
46957,0.56,10.95,76.87,3,34.9964,5
46958,3.67,9.72,584.92,11,16.5064,40
46959,1.05,8.1,577.76,8,21.4311,6
46960,0.42,13.67,896.55,3,76.5602,3
46961,1.87,12.04,968.33,4,13.0954,13
46962,0.25,5.82,242.67,4,9.4458,15
46963,3.4,10.61,46.15,5,20.2499,30
46964,0.57,6.9,234.83,5,16.8558,17
46965,0.76,2.22,62.45,7,5.5141,26
46966,1.65,11.7,248.53,4,45.2177,24
46967,0.84,3.63,250.22,5,6.7063,26
46968,0.58,7.59,694.88,3,17.8778,12
46969,1.74,7.31,297,6,21.6361,22
46970,0.64,2.7,71.89,5,36.0333,16
46971,7.12,11.62,134.64,5,14.061,15
46972,1.03,8.95,224.94,6,2.304,18
46973,0.36,6.78,260.96,4,60.4866,5
46974,0.23,1.74,27.94,3,22.0314,6
46975,0.51,7.81,760.69,4,64.2623,5
46976,0.44,10.92,44.97,5,47.5743,8
46977,2.35,12.13,296.22,4,24.9183,13
46978,1.39,5.82,66.29,7,0.6519,13
46979,0.66,12.99,76.26,4,9.8229,8
46980,1.75,3.75,117.46,8,7.1513,20
46981,2.39,13.29,58.07,3,17.4996,11
46982,0.27,1.54,42.08,5,5.244,21
46983,0.57,5.14,461.24,3,30.0538,13
46984,0.45,7.79,109.81,4,56.0066,13
46985,0.6,1.33,68.61,7,20.879,41
46986,1.58,1.28,113.11,15,4.5283,112
46987,0.2,2.01,167.94,3,9.0108,15
46988,1.42,10.45,593.56,6,4.2262,32
46989,0.29,4.87,19.52,4,42.7125,15
46990,0.23,1.32,114.25,6,2.9547,31
46991,5.34,12.47,620.68,7,15.1957,22
46992,1.04,10.27,571.41,5,23.5762,12
46993,0.38,4.65,143.83,3,48.8404,14
46994,0.92,12.43,912.45,6,23.1033,6
46995,4.25,12.56,120.99,7,0.6167,38
46996,1.07,9.74,135.23,6,13.9931,14
46997,0.7,8.23,612.31,4,53.8098,8
46998,0.34,6.2,298.39,4,46.2976,5
46999,0.69,6.17,409.94,4,30.2842,16
47000,6.9,9.57,639.64,15,2.4978,61
47001,0.78,2.77,120.58,11,3.4215,44
47002,0.3,2.52,216.45,4,42.5573,9
47003,1.03,6.65,276.4,4,41.9288,10
47004,0.93,5.43,89.65,4,27.6889,31
47005,0.48,1.15,14.31,7,4.7018,46
47006,0.92,6.79,300.08,3,31.6271,18
47007,2.28,13.44,305.16,4,28.7366,19
47008,0.97,4.62,39.77,4,19.1183,37
47009,0.73,10.42,880.78,3,11.1809,10
47010,1.32,11.51,127.15,3,53.9907,19
47011,0.74,5,116.65,3,11.2409,20
47012,1.91,13.73,230.95,4,12.0936,7
47013,3.46,3.86,125.34,11,18.8368,66
47014,0.36,5.84,514.97,6,5.584,9
47015,0.7,7.69,430.93,5,30.8285,24
47016,0.5,12.84,750.21,3,55.4625,4
47017,1.64,10.61,1025.3,3,53.9986,22
47018,0.62,11.04,507.58,6,29.8665,16
47019,2.15,10.2,185.46,3,16.4159,15
47020,0.31,4.69,28.77,3,24.1492,11
47021,0.25,4.47,227.81,5,54.9542,7
47022,0.36,4.8,41.79,4,11.2875,5
47023,0.37,5.21,192.58,3,35.6093,13
47024,1.11,8.56,703.42,5,16.626,12
47025,1.24,9.02,525.25,4,9.2187,26
47026,0.67,12.48,138.54,5,22.0417,16
47027,0.63,6.04,183.33,6,11.6288,31
47028,1.14,5.2,338.67,6,26.6462,27
47029,0.33,2.35,190.37,4,6.0363,37
47030,0.28,3.97,72.39,4,22.9063,10
47031,0.87,6.83,600.72,3,31.2076,19
47032,0.96,8.67,351.18,3,49.8661,18
47033,0.42,12.86,223.53,3,7.8742,8
47034,0.75,7.45,270.94,4,37.3477,6
47035,0.73,7.59,392.04,5,22.2634,19
47036,0.43,3.7,53.71,4,16.1932,15
47037,0.09,1.95,60.89,2,43.4897,7
47038,1.16,8.26,318.11,4,34.9143,27
47039,1.65,13.41,361.06,4,42.8557,27
47040,1.12,7.98,373.78,4,29.6643,11
47041,2.69,13.27,72.13,4,12.7682,22
47042,0.54,6.31,25.56,4,38.8009,14
47043,0.34,3.7,182.21,5,16.8021,8
47044,0.29,1.55,150.05,6,22.9168,47
47045,2.07,13.17,883.66,7,20.1342,11
47046,0.72,5.19,24.31,5,15.0889,17
47047,3.29,10.49,816.12,9,17.7876,36
47048,0.1,1.65,33.93,2,27.8565,9
